datetime,t_amb,t_ref,t_sup_prim,t_ret_prim,t_sup_sec,t_ret_sec,qizm,forecast_temp,forecast_feelslike,forecast_dew,forecast_humidity,forecast_precip,forecast_precipprob,forecast_snowdepth,forecast_windgust,forecast_windspeed,forecast_winddir,forecast_sealevelpressure,forecast_cloudcover,forecast_visibility,davis_out,davis_temp,davis_temp_1,davis_hum,davis_pt_,davis_speed,davis_run,davis_speed_1,davis_chill,davis_index,davis_index_1,davis_bar__,davis_rain,davis_rate,davis_d-d_,davis_d-d__1,davis_temp_2,davis_hum_1,davis_dew,davis_heat,davis_emc,davis_density,davis_samp,davis_tx_,davis_recept,davis_int_
2024-11-17 06:00:00,2.9,48.28,79.02000000000001,35.68,41.4,29.919999999999998,75.99999999911233,1.0,-0.7,0.0,93.03,,0,,,5.4,150.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 06:15:00,2.6399999999999997,48.36,84.9,42.019999999999996,48.22,35.68,83.99999999983265,1.0,-0.7,0.0,93.03,,0,,,5.4,150.0,1019.0,50.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 06:30:00,2.5,48.36,87.1,45.86,52.160000000000004,40.68,88.00000000064756,0.0,-2.6,0.0,100.0,,0,,,7.6,120.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 06:45:00,2.4,48.480000000000004,86.58,44.08,50.32,43.6,50.0000000001819,0.0,-2.6,0.0,100.0,,0,,,7.6,120.0,1019.0,25.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 07:00:00,2.58,48.42,86.02000000000001,42.46,48.62,43.4,36.00000000005821,0.0,-1.8,0.0,100.0,,0,,,5.4,110.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 07:15:00,2.6399999999999997,48.4,80.11999999999999,41.260000000000005,47.14,42.480000000000004,0.0,-0.1,-1.8,-0.1,99.79,,0,,,5.3,108.0,1019.1,25.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 07:30:00,2.7399999999999998,48.279999999999994,74.0,40.56,46.3,41.519999999999996,31.9999999992433,1.0,-0.7,0.0,93.03,,0,,,5.4,120.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 07:45:00,2.88,48.220000000000006,75.14,41.160000000000004,46.86,41.06,36.00000000005821,1.0,-0.7,0.0,93.03,,0,,,5.4,120.0,1019.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 08:00:00,3.04,48.08,84.38,42.67999999999999,49.17999999999999,41.52,52.00000000058935,2.0,-0.3,0.0,86.6,,0,,,7.6,110.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 08:15:00,3.2600000000000002,48.04,84.88,43.06,49.46,42.519999999999996,47.999999999774445,2.0,-0.3,0.0,86.6,,0,,,7.6,110.0,1019.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 08:30:00,3.4799999999999995,47.9,83.16,42.7,48.88,42.94,43.99999999986903,3.0,0.9,1.0,86.7,,0,,,7.6,110.0,1019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 08:45:00,3.6,47.78,73.4,41.58,47.08,42.62,33.999999999650754,3.0,0.9,1.0,86.7,,0,,,7.6,110.0,1019.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 09:00:00,3.8599999999999994,47.660000000000004,72.03999999999999,40.760000000000005,46.3,41.82,32.00000000106229,4.0,1.6,1.0,80.8,,0,,,9.4,170.0,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 09:15:00,4.0200000000000005,47.58,73.74000000000001,40.96,46.7,41.260000000000005,33.999999999650754,4.0,1.6,1.0,80.8,,0,,,9.4,170.0,1018.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 09:30:00,4.24,47.46,78.64,41.9,48.019999999999996,41.46,41.99999999946158,5.0,3.2,1.0,75.34,,0,,,7.6,180.0,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 09:45:00,4.4,47.32,77.86,41.96,47.9,41.96,44.00000000077853,5.0,3.2,1.0,75.34,,0,,,7.6,180.0,1018.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 10:00:00,4.5600000000000005,47.239999999999995,79.92,41.82,47.94,42.220000000000006,41.99999999946158,5.0,3.2,1.0,75.34,,0,,,7.6,140.0,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 10:15:00,4.720000000000001,47.160000000000004,78.2,41.56,47.56,42.18,36.00000000005821,5.0,3.3,0.9,74.79,,0,,,7.3,138.0,1018.1,30.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 10:30:00,4.840000000000001,46.980000000000004,69.64,40.78,46.2,41.86,33.999999999650754,6.0,4.4,1.0,70.29,,0,,,7.6,,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 10:45:00,5.0,46.96,67.9,40.34,45.8,41.2,0.0,6.0,4.4,1.0,70.29,,0,,,7.6,,1018.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 11:00:00,5.24,46.8,68.38,40.7,46.1,40.879999999999995,36.00000000005821,7.0,5.1,1.0,65.61,,0,,,9.4,190.0,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 11:15:00,5.4799999999999995,46.7,78.22,41.82,47.839999999999996,41.08,45.99999999936699,7.0,5.1,1.0,65.62,,0,,,9.4,190.0,1017.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 11:30:00,5.64,46.56,78.03999999999999,41.8,47.78,41.86,42.00000000128057,8.0,6.0,1.0,61.28,,0,,,11.2,220.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 11:45:00,5.86,46.46,75.96000000000001,41.440000000000005,47.18,42.04,37.99999999864667,8.0,6.0,1.0,61.28,,0,,,11.2,220.0,1016.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 12:00:00,6.24,46.260000000000005,69.44,40.54,45.8,41.78,32.00000000106229,8.0,6.3,1.0,61.28,,0,,,9.4,210.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 12:15:00,6.4799999999999995,46.14,68.7,39.78,45.22,40.980000000000004,0.0,8.0,6.3,1.0,61.29,,0,,,9.4,210.0,1016.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 12:30:00,6.540000000000001,46.1,69.86,39.88,45.42,40.6,31.9999999992433,8.0,6.7,1.0,61.28,,0,,,7.6,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 12:45:00,6.640000000000001,45.96,64.92,40.06,45.06,40.620000000000005,34.00000000146974,8.0,6.7,1.0,61.28,,0,,,7.6,,1015.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 13:00:00,6.7,45.92,75.86,40.839999999999996,46.760000000000005,40.62,36.00000000005821,9.0,7.9,1.0,57.27,,0,,,7.6,210.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 13:15:00,6.9,45.839999999999996,76.26,41.08,46.9,41.32,43.99999999895954,8.9,7.9,0.9,57.17,,0,,,7.3,212.0,1015.0,30.0,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 13:30:00,7.040000000000001,45.8,76.28,40.92,46.72,41.620000000000005,40.000000000873115,9.0,8.5,1.0,57.27,,0,,,5.4,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 13:45:00,7.2,45.760000000000005,71.58,40.260000000000005,45.72,41.58,0.0,9.0,8.5,1.0,57.27,,0,,,5.4,,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 14:00:00,7.18,45.72,68.12,39.62,45.019999999999996,41.1,0.0,9.0,8.5,1.0,57.27,,0,,,5.4,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 14:15:00,7.1,45.720000000000006,67.5,39.34,44.64,40.56,0.0,9.0,8.5,1.0,57.27,,0,,,5.4,,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 14:30:00,7.220000000000001,45.6,69.94,39.68,45.22,40.28,31.9999999992433,10.0,9.6,1.0,53.55,,0,,,5.4,230.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 14:45:00,7.340000000000001,45.620000000000005,74.47999999999999,40.4,46.22,40.6,39.99999999996362,10.0,9.6,1.0,53.55,,0,,,5.4,230.0,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 15:00:00,7.340000000000001,45.58,76.38,40.7,46.56,41.160000000000004,40.000000000873115,10.0,10.0,1.0,53.55,,0,,,3.6,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 15:15:00,7.26,45.64,73.92,40.44,46.08,41.339999999999996,31.9999999992433,10.0,10.0,1.0,53.55,,0,,,3.6,,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 15:30:00,7.2,45.6,70.1,39.86,45.28,41.12,32.000000000152795,9.0,10.0,2.0,61.53,,0,,,1.8,,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 15:45:00,7.08,45.72,66.58,39.28,44.56,40.6,0.0,9.0,10.0,2.0,61.53,,0,,,1.8,,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 16:00:00,6.68,46.04,68.08,39.58,44.980000000000004,40.36,32.00000000106229,9.0,8.8,1.0,57.27,,0,,,0.0,0.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 16:15:00,6.220000000000001,46.28,75.08,40.54,46.42,40.58,36.00000000005821,8.8,8.8,1.1,58.28,,0,,,0.0,360.0,1013.1,50.0,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 16:30:00,5.86,46.4,77.34,41.339999999999996,47.36,41.3,43.99999999805004,7.0,8.8,1.0,65.61,,0,,,3.6,70.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 16:45:00,5.5600000000000005,46.660000000000004,79.78,41.54,47.68,41.82,42.00000000128057,7.0,8.8,1.0,65.61,,0,,,3.6,70.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 17:00:00,5.38,46.739999999999995,81.62,41.46,47.6,42.14,37.99999999955617,6.0,5.0,2.0,75.51,,0,,,5.4,70.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 17:15:00,5.220000000000001,46.779999999999994,82.54,41.239999999999995,47.46,42.14,38.00000000046566,6.0,5.0,2.0,75.51,,0,,,5.4,70.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 17:30:00,5.0600000000000005,46.879999999999995,82.62,41.019999999999996,47.2,42.019999999999996,32.000000000152795,5.0,2.4,2.0,80.94,,0,,,11.2,80.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 17:45:00,4.9,47.04,82.36,40.879999999999995,46.96,41.9,37.99999999955617,5.0,2.4,2.0,80.94,,0,,,11.2,80.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 18:00:00,4.88,47.019999999999996,82.35999999999999,40.739999999999995,46.82,41.82,32.000000000152795,4.0,1.6,2.0,86.8,,0,,,9.4,90.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 18:15:00,4.76,47.04,82.5,40.64,46.760000000000005,41.739999999999995,37.99999999955617,4.0,1.6,2.0,86.8,,0,,,9.4,90.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 18:30:00,4.62,47.120000000000005,83.12,40.620000000000005,46.8,41.68,32.000000000152795,4.0,1.6,2.0,86.8,,0,,,9.4,100.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 18:45:00,4.5,47.239999999999995,83.02000000000001,40.620000000000005,46.760000000000005,41.68,38.00000000046566,4.0,1.6,2.0,86.8,,0,,,9.4,100.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 19:00:00,4.32,47.36,82.97999999999999,40.6,46.8,41.720000000000006,31.9999999992433,3.0,0.9,1.0,86.7,,0,,,7.6,120.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 19:15:00,4.12,47.5,82.97999999999999,40.68,46.9,41.620000000000005,38.00000000046566,2.9,0.9,1.0,87.02,,0,,,7.3,116.0,1013.1,40.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 19:30:00,4.04,47.54,83.05999999999999,40.86,47.120000000000005,41.7,38.00000000046566,2.0,-0.3,1.0,93.08,,0,,,7.6,100.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 19:45:00,3.9799999999999995,47.6,83.44,41.06,47.28,41.82,35.99999999914871,2.0,-0.3,1.0,93.08,,0,,,7.6,100.0,1013.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 20:00:00,3.84,47.68,83.66,41.14,47.4,41.88,38.00000000046566,2.0,-0.3,1.0,93.08,,0,,,7.6,120.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 20:15:00,3.84,47.660000000000004,83.94,41.260000000000005,47.480000000000004,42.019999999999996,38.00000000046566,2.0,-0.3,1.0,93.08,,0,,,7.6,120.0,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 20:30:00,3.6399999999999997,47.7,83.96000000000001,41.32,47.64,42.08,38.00000000046566,2.0,-0.8,1.0,93.08,,0,,,9.4,90.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 20:45:00,3.4799999999999995,47.839999999999996,84.28,41.379999999999995,47.68,42.239999999999995,39.999999999054126,2.0,-0.8,1.0,93.08,,0,,,9.4,90.0,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 21:00:00,3.3200000000000003,47.94,84.12,41.46,47.68,42.260000000000005,36.00000000005821,2.0,0.5,1.0,93.08,,0,,,5.4,100.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 21:15:00,3.4200000000000004,47.96,84.08,41.42,47.68,42.339999999999996,38.00000000046566,2.0,0.5,1.0,93.08,,0,,,5.4,100.0,1014.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 21:30:00,3.2600000000000002,47.94,84.5,41.44,47.739999999999995,42.3,37.99999999955617,1.0,-2.0,0.0,93.03,,0,,,9.4,100.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 21:45:00,3.18,48.1,84.1,41.4,45.92,42.339999999999996,36.00000000005821,1.0,-2.0,0.0,93.03,,0,,,9.4,100.0,1014.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:00:00,2.92,48.220000000000006,68.56,41.0,41.260000000000005,40.96,0.0,1.0,-0.7,0.0,93.03,,0,,,5.4,120.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:15:00,2.82,48.260000000000005,45.519999999999996,40.64,38.279999999999994,38.3,0.0,0.9,-0.5,-0.1,93.13,,0,,,5.0,120.0,1014.1,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:30:00,2.66,48.36,35.8,40.28,36.14,36.2,0.0,0.0,-2.6,0.0,100.0,,0,,,7.6,110.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:45:00,2.62,48.42,32.28,39.94,34.4,34.46,0.0,0.0,-2.6,0.0,100.0,,0,,,7.6,110.0,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 23:00:00,2.46,48.5,30.48,39.68,33.08,33.06,0.0,0.0,-3.2,0.0,100.0,,0,,,9.4,100.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 23:15:00,2.48,48.46,31.860000000000003,39.32,32.28,32.06,0.0,0.0,-3.2,0.0,100.0,,0,,,9.4,100.0,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 23:30:00,2.5,48.480000000000004,32.8,39.06,33.28,31.32,0.0,0.0,0.0,0.0,100.0,,0,,,3.6,110.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 23:45:00,2.46,48.5,32.62,38.78,31.439999999999998,30.380000000000003,0.0,0.0,0.0,0.0,100.0,,0,,,3.6,110.0,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:00:00,2.38,48.519999999999996,33.6,38.660000000000004,33.760000000000005,29.98,0.0,0.0,0.0,-1.0,92.97,,0,,,3.6,130.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:15:00,2.18,48.64,32.480000000000004,38.739999999999995,32.78,29.360000000000003,0.0,0.0,0.0,-1.0,92.97,,0,,,3.6,130.0,1014.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:30:00,2.08,48.68,33.6,39.0,31.82,29.0,0.0,0.0,-1.8,-1.0,92.97,,0,,,5.4,100.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:45:00,2.08,48.760000000000005,32.480000000000004,39.1,34.42,28.7,0.0,0.0,-1.8,-1.0,92.97,,0,,,5.4,100.0,1014.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 01:00:00,2.0,48.779999999999994,33.0,39.239999999999995,28.9,28.2,0.0,-1.0,-1.0,-1.0,100.0,,0,,,0.0,0.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 01:15:00,1.86,48.879999999999995,33.36,39.2,34.46,28.02,0.0,-1.0,-1.0,-1.0,100.0,,0,,,0.0,0.0,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 01:30:00,1.8399999999999999,48.82,32.260000000000005,39.14,30.76,27.6,0.0,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 01:45:00,1.92,48.86,33.78,39.06,31.119999999999997,27.5,0.0,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1014.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 02:00:00,1.8,48.879999999999995,32.160000000000004,38.94,33.18,27.32,0.0,-2.0,-2.0,-2.0,100.0,,0,,,0.0,0.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 02:15:00,1.6,48.980000000000004,33.660000000000004,38.86,30.919999999999998,27.139999999999997,0.0,-2.0,-2.0,-2.0,100.0,,0,,,0.0,0.0,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 02:30:00,1.42,49.120000000000005,32.0,38.68,33.44,27.060000000000002,0.0,-2.0,-2.0,-2.0,100.0,,0,,,1.8,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 02:45:00,1.28,49.120000000000005,33.64,38.64,30.919999999999998,26.860000000000003,0.0,-2.0,-2.0,-2.0,100.0,,0,,,1.8,,1014.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 03:00:00,1.3,49.2,31.82,38.56,31.860000000000003,26.7,0.0,-1.0,-1.0,-1.0,100.0,,0,,,0.0,0.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 03:15:00,1.1400000000000001,49.3,33.519999999999996,38.54,36.2,26.76,0.0,-1.0,-1.0,-1.0,100.0,,0,,,0.0,0.0,1014.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 03:30:00,0.9199999999999999,49.4,32.38,38.42,27.839999999999996,26.4,0.0,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 03:45:00,0.8800000000000001,49.480000000000004,32.54,38.339999999999996,35.38,26.48,0.0,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1014.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 04:00:00,0.74,49.46,33.519999999999996,38.260000000000005,36.5,26.439999999999998,0.0,-2.0,-4.1,-2.0,100.0,,0,,,5.4,80.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 04:15:00,0.8200000000000001,49.480000000000004,33.4,38.1,36.38,26.360000000000003,0.0,-2.0,-4.1,-2.0,100.0,,0,,,5.4,80.0,1014.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 04:30:00,0.82,49.480000000000004,32.86,37.88,35.660000000000004,26.360000000000003,0.0,-2.0,-4.1,-2.0,100.0,,0,,,5.4,110.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 04:45:00,0.82,49.480000000000004,31.4,35.96,35.08,26.360000000000003,0.0,-2.0,-4.1,-2.0,100.0,,0,,,5.4,110.0,1015.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 05:00:00,0.78,49.46,70.46000000000001,30.9,35.660000000000004,26.419999999999998,0.0,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 05:15:00,0.82,49.46,84.28,37.480000000000004,44.0,32.0,86.0000000002401,-1.0,-1.0,-1.0,100.0,,0,,,1.8,,1015.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 05:30:00,0.82,49.480000000000004,83.34,43.42,49.56,37.58,81.9999999994252,-2.0,-4.1,-2.0,100.0,,0,,,5.4,90.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 05:45:00,0.8,49.46,87.3,46.82,53.1,41.82,79.99999999992724,-2.0,-4.1,-2.0,100.0,,0,,,5.4,90.0,1015.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 06:00:00,0.78,49.519999999999996,84.17999999999999,44.8,50.9,44.279999999999994,55.99999999958527,-1.0,-3.8,-2.0,92.92,,0,,,7.6,110.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 06:15:00,0.7,48.2,84.64,43.0,49.08,43.88,32.00000000106229,-1.0,-3.8,-2.0,92.92,,0,,,7.6,110.0,1015.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 06:30:00,0.5599999999999999,48.279999999999994,86.64,41.72,47.94,42.92,33.999999999650754,-2.0,-5.0,-2.0,100.0,,0,,,7.6,110.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 06:45:00,0.54,48.279999999999994,87.14,41.120000000000005,47.519999999999996,42.12,33.999999999650754,-2.0,-5.0,-2.0,100.0,,0,,,7.6,110.0,1015.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 07:00:00,0.6,48.279999999999994,86.9,41.1,47.54,41.779999999999994,38.00000000046566,-2.0,-2.0,-2.0,100.0,,0,,,3.6,150.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 07:15:00,0.7,48.2,87.08,41.120000000000005,47.6,41.72,39.999999999054126,-2.0,-2.0,-2.0,100.0,,0,,,3.6,150.0,1016.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 07:30:00,0.8800000000000001,48.18,86.08,41.239999999999995,47.64,41.739999999999995,38.00000000046566,-1.0,-2.0,-1.0,100.0,,0,,,3.6,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 07:45:00,1.04,48.14,86.03999999999999,41.239999999999995,47.64,41.82,39.99999999996362,-1.0,-2.0,-1.0,100.0,,0,,,3.6,,1016.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 08:00:00,1.2600000000000002,48.04,86.0,41.3,47.68,41.86,40.000000000873115,0.0,0.0,0.0,100.0,,0,,,0.0,0.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 08:15:00,1.56,47.96,85.94,41.3,47.78,41.9,39.999999999054126,0.0,0.0,0.0,100.0,,0,,,0.0,0.0,1016.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 08:30:00,1.7,47.92,85.88000000000001,41.3,47.68,41.94,40.000000000873115,1.0,0.0,1.0,100.0,,0,,,3.6,130.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 08:45:00,2.0,47.839999999999996,85.02000000000001,41.279999999999994,47.56,41.980000000000004,39.99999999996362,1.0,0.0,1.0,100.0,,0,,,3.6,130.0,1016.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 09:00:00,2.2800000000000002,47.8,84.9,41.18,47.5,41.94,38.00000000046566,2.0,2.0,1.0,93.08,,0,,,1.8,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 09:15:00,2.5,47.660000000000004,84.0,41.1,47.339999999999996,41.9,37.99999999864667,2.0,2.0,1.0,93.08,,0,,,1.8,,1016.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 09:30:00,2.7600000000000002,47.6,83.86,41.04,47.28,41.8,38.00000000046566,4.0,2.0,1.0,80.8,,0,,,3.6,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 09:45:00,3.1399999999999997,47.54,82.97999999999999,40.9,47.120000000000005,41.779999999999994,38.00000000046566,4.0,2.0,1.0,80.8,,0,,,3.6,,1016.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 10:00:00,3.4200000000000004,47.44,83.08,40.82,47.04,41.7,37.99999999864667,5.0,5.0,2.0,80.94,,0,,,3.6,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 10:15:00,3.8,47.339999999999996,82.5,40.720000000000006,46.879999999999995,41.58,36.00000000005821,5.0,5.0,2.0,80.94,,0,,,3.6,,1016.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 10:30:00,4.220000000000001,47.160000000000004,81.4,40.620000000000005,46.7,41.56,36.00000000005821,6.0,5.0,2.0,75.51,,0,,,1.8,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 10:45:00,4.8,47.0,80.16,40.42,46.5,41.4,36.00000000005821,6.0,5.0,2.0,75.51,,0,,,1.8,,1016.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 11:00:00,5.14,46.839999999999996,79.66,40.22,46.32,41.28,36.00000000005821,8.0,8.0,3.0,70.69,,0,,,3.6,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 11:15:00,5.4799999999999995,46.7,79.28,40.08,46.06,41.18,32.00000000106229,8.0,8.0,3.0,70.69,,0,,,3.6,,1015.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
