,t_amb,t_sup_prim,t_ret_prim,t_sup_sec,t_ret_sec,qizm,temp,humidity,windspeed,sealevelpressure,hour_of_day,heating_on,delta_primary,delta_secondary,sin_hour,cos_hour,season
2021-11-20 01:00:00,9.1,60.4,34.5,28.0,25.8,0.0,8.0,76.06,5.3,1025.1,1,0,25.9,2.1999999999999993,0.25881904510252074,0.9659258262890683,1
2021-11-20 02:00:00,9.1,56.9,33.3,27.2,25.4,0.0,7.0,75.7,3.6,1025.0,2,0,23.6,1.8000000000000007,0.49999999999999994,0.8660254037844387,1
2021-11-20 03:00:00,9.0,53.8,32.1,26.7,24.8,0.0,8.0,75.85,7.6,1024.0,3,0,21.699999999999996,1.8999999999999986,0.7071067811865476,0.7071067811865476,1
2021-11-20 04:00:00,9.5,51.0,31.1,26.0,24.1,0.0,8.9,66.99,5.3,1024.1,4,0,19.9,1.8999999999999986,0.8660254037844386,0.5000000000000001,1
2021-11-20 05:00:00,9.5,48.5,30.2,25.6,23.9,0.0,8.0,70.69,5.4,1024.0,5,0,18.3,1.7000000000000028,0.9659258262890683,0.25881904510252074,1
2021-11-20 06:00:00,8.5,46.2,29.3,25.3,23.5,0.0,7.0,75.68,3.6,1024.0,6,0,16.900000000000002,1.8000000000000007,1.0,6.123233995736766e-17,1
2021-11-20 07:00:00,8.5,79.1,41.7,46.5,39.4,206.0,7.0,76.02,3.6,1024.1,7,1,37.39999999999999,7.100000000000001,0.9659258262890683,-0.25881904510252063,1
2021-11-20 08:00:00,9.0,77.4,39.6,44.6,39.1,134.0,8.0,75.85,0.0,1024.0,8,1,37.800000000000004,5.5,0.8660254037844387,-0.4999999999999998,1
2021-11-20 09:00:00,9.4,77.0,39.2,44.1,38.8,125.0,9.0,70.89,1.8,1024.0,9,1,37.8,5.300000000000004,0.7071067811865476,-0.7071067811865475,1
2021-11-20 10:00:00,10.8,74.8,39.0,43.7,38.5,126.0,10.0,71.09,3.6,1024.0,10,1,35.8,5.200000000000003,0.49999999999999994,-0.8660254037844387,1
2021-11-20 11:00:00,11.6,73.9,38.7,43.5,38.4,120.0,11.0,66.5,7.6,1023.0,11,1,35.2,5.100000000000001,0.258819045102521,-0.9659258262890682,1
2021-11-20 12:00:00,13.8,77.8,38.1,43.2,37.9,113.0,13.0,58.29,3.6,1023.0,12,1,39.699999999999996,5.300000000000004,1.2246467991473532e-16,-1.0,1
2021-11-20 13:00:00,14.4,47.0,35.9,38.5,33.2,0.0,13.9,51.38,10.7,1022.1,13,0,11.100000000000001,5.299999999999997,-0.2588190451025208,-0.9659258262890683,1
2021-11-20 14:00:00,14.8,35.1,37.4,35.9,27.6,0.0,14.0,50.92,13.0,1022.0,14,0,-2.299999999999997,8.299999999999997,-0.4999999999999997,-0.8660254037844388,1
2021-11-20 15:00:00,13.9,33.9,36.9,29.2,26.3,0.0,13.0,54.35,11.2,1021.0,15,0,-3.0,2.8999999999999986,-0.7071067811865471,-0.7071067811865479,1
2021-11-20 16:00:00,13.6,72.9,39.7,43.8,35.9,127.0,12.9,54.82,7.3,1021.1,16,1,33.2,7.899999999999999,-0.8660254037844385,-0.5000000000000004,1
2021-11-20 17:00:00,11.7,71.2,40.3,44.8,39.4,152.0,10.0,66.28,3.6,1021.0,17,1,30.900000000000006,5.399999999999999,-0.9659258262890683,-0.25881904510252063,1
2021-11-20 18:00:00,10.9,75.1,40.8,45.6,39.7,138.0,7.0,75.68,11.2,1021.0,18,1,34.3,5.899999999999999,-1.0,-1.8369701987210297e-16,1
2021-11-20 19:00:00,9.2,75.7,41.5,46.2,40.4,144.0,7.0,76.2,4.2,1021.1,19,1,34.2,5.800000000000004,-0.9659258262890684,0.2588190451025203,1
2021-11-20 20:00:00,8.1,78.3,42.0,46.9,40.8,148.0,6.0,81.07,5.4,1021.0,20,1,36.3,6.100000000000001,-0.8660254037844386,0.5000000000000001,1
2021-11-20 21:00:00,8.2,76.7,40.7,45.3,40.5,139.0,7.0,75.68,3.6,1021.0,21,1,36.0,4.799999999999997,-0.7071067811865477,0.7071067811865474,1
2021-11-20 22:00:00,8.4,74.7,39.5,40.9,39.1,112.0,6.9,81.43,5.3,1021.1,22,1,35.2,1.7999999999999972,-0.5000000000000004,0.8660254037844384,1
2021-11-20 23:00:00,8.8,70.4,38.3,34.6,33.3,0.0,7.0,81.21,5.4,1021.0,23,0,32.10000000000001,1.3000000000000043,-0.25881904510252157,0.9659258262890681,1
2021-11-21 00:00:00,8.7,66.2,36.7,32.1,28.7,0.0,6.0,81.07,7.6,1021.0,0,0,29.5,3.400000000000002,0.0,1.0,1
2021-11-21 01:00:00,6.6,62.1,35.2,28.9,26.2,0.0,4.1,93.11,5.3,1020.2,1,0,26.9,2.6999999999999993,0.25881904510252074,0.9659258262890683,1
2021-11-21 02:00:00,6.0,58.5,33.9,27.8,25.6,0.0,4.0,86.8,3.6,1020.0,2,0,24.6,2.1999999999999993,0.49999999999999994,0.8660254037844387,1
2021-11-21 03:00:00,5.3,55.2,32.6,27.2,25.1,0.0,2.0,93.08,3.6,1020.0,3,0,22.6,2.099999999999998,0.7071067811865476,0.7071067811865476,1
2021-11-21 04:00:00,4.4,52.2,31.4,26.7,24.5,0.0,2.0,93.09,5.4,1019.1,4,0,20.800000000000004,2.1999999999999993,0.8660254037844386,0.5000000000000001,1
2021-11-21 05:00:00,3.6,49.5,30.4,26.2,24.0,0.0,1.0,93.03,7.6,1019.0,5,0,19.1,2.1999999999999993,0.9659258262890683,0.25881904510252074,1
2021-11-21 06:00:00,3.2,52.8,37.9,34.4,23.3,0.0,2.0,93.08,5.4,1019.0,6,0,14.899999999999999,11.099999999999998,1.0,6.123233995736766e-17,1
2021-11-21 07:00:00,2.5,84.6,44.4,49.4,41.9,256.0,0.0,93.18,3.6,1019.1,7,1,40.199999999999996,7.5,0.9659258262890683,-0.25881904510252063,1
2021-11-21 08:00:00,3.1,81.6,42.6,47.6,41.3,164.0,0.0,100.0,3.6,1018.0,8,1,38.99999999999999,6.300000000000004,0.8660254037844387,-0.4999999999999998,1
2021-11-21 09:00:00,3.9,82.0,42.5,47.6,41.3,160.0,2.0,93.08,5.4,1018.0,9,1,39.5,6.300000000000004,0.7071067811865476,-0.7071067811865475,1
2021-11-21 10:00:00,5.8,76.8,40.3,45.0,40.0,139.0,3.1,99.58,7.3,1017.1,10,1,36.5,5.0,0.49999999999999994,-0.8660254037844387,1
2021-11-21 11:00:00,8.9,76.5,40.6,45.4,39.7,138.0,8.0,75.85,5.4,1016.0,11,1,35.9,5.699999999999996,0.258819045102521,-0.9659258262890682,1
2021-11-21 12:00:00,12.6,71.9,40.1,44.6,39.4,130.0,12.0,58.04,5.4,1015.0,12,1,31.800000000000004,5.200000000000003,1.2246467991473532e-16,-1.0,1
2021-11-21 13:00:00,14.2,54.9,40.0,38.9,37.3,99.0,13.9,51.17,3.7,1013.1,13,1,14.899999999999999,1.6000000000000014,-0.2588190451025208,-0.9659258262890683,1
2021-11-21 14:00:00,15.5,38.2,40.2,35.3,32.6,0.0,17.0,42.02,13.0,1013.0,14,0,-2.0,2.6999999999999957,-0.4999999999999997,-0.8660254037844388,1
2021-11-21 15:00:00,17.0,37.0,38.1,31.1,27.9,0.0,17.0,39.16,7.6,1012.0,15,0,-1.1000000000000014,3.200000000000003,-0.7071067811865471,-0.7071067811865479,1
2021-11-21 16:00:00,15.4,36.3,36.1,28.6,26.4,0.0,14.0,44.28,7.2,1012.1,16,0,0.19999999999999574,2.200000000000003,-0.8660254037844385,-0.5000000000000004,1
2021-11-21 17:00:00,11.7,71.5,37.6,42.6,35.1,135.0,12.0,50.38,5.4,1012.0,17,1,33.9,7.5,-0.9659258262890683,-0.25881904510252063,1
2021-11-21 18:00:00,9.5,73.2,41.0,45.5,39.9,170.0,9.0,57.27,5.4,1012.0,18,1,32.2,5.600000000000001,-1.0,-1.8369701987210297e-16,1
2021-11-21 19:00:00,8.2,74.7,41.0,45.8,39.9,140.0,7.0,66.4,5.3,1013.0,19,1,33.7,5.899999999999999,-0.9659258262890684,0.2588190451025203,1
2021-11-21 20:00:00,7.5,75.6,41.4,46.1,40.3,142.0,4.0,80.8,5.4,1013.0,20,1,34.199999999999996,5.800000000000004,-0.8660254037844386,0.5000000000000001,1
2021-11-21 21:00:00,6.7,75.7,41.9,46.5,40.7,148.0,6.0,70.29,5.4,1013.0,21,1,33.800000000000004,5.799999999999997,-0.7071067811865477,0.7071067811865474,1
2021-11-21 22:00:00,6.2,76.3,42.1,42.7,40.9,143.0,5.9,71.47,5.4,1013.1,22,1,34.199999999999996,1.8000000000000043,-0.5000000000000004,0.8660254037844384,1
2021-11-21 23:00:00,5.7,71.4,40.4,35.6,33.5,0.0,4.0,75.17,1.8,1013.0,23,0,31.000000000000007,2.1000000000000014,-0.25881904510252157,0.9659258262890681,1
2021-11-22 00:00:00,5.1,67.2,38.3,33.1,30.1,0.0,4.0,80.8,3.6,1013.0,0,0,28.900000000000006,3.0,0.0,1.0,1
2021-11-22 01:00:00,4.9,63.1,36.4,28.6,26.1,0.0,3.9,81.64,5.3,1013.1,1,0,26.700000000000003,2.5,0.25881904510252074,0.9659258262890683,1
2021-11-22 02:00:00,4.5,59.2,34.7,27.2,25.2,0.0,5.0,75.34,5.4,1014.0,2,0,24.5,2.0,0.49999999999999994,0.8660254037844387,1
2021-11-22 03:00:00,4.0,55.7,33.1,26.3,24.5,0.0,3.0,80.66,3.6,1013.0,3,0,22.6,1.8000000000000007,0.7071067811865476,0.7071067811865476,1
2021-11-22 04:00:00,4.3,52.7,31.7,25.7,23.9,0.0,3.9,81.64,4.8,1014.1,4,0,21.000000000000004,1.8000000000000007,0.8660254037844386,0.5000000000000001,1
2021-11-22 05:00:00,4.2,49.9,30.5,25.1,23.4,0.0,3.0,86.71,5.4,1014.0,5,0,19.4,1.7000000000000028,0.9659258262890683,0.25881904510252074,1
2021-11-22 06:00:00,4.2,74.4,31.4,34.0,25.5,0.0,4.0,80.8,5.4,1014.0,6,0,43.00000000000001,8.5,1.0,6.123233995736766e-17,1
2021-11-22 07:00:00,5.6,78.7,41.7,46.3,40.7,230.0,3.1,86.59,3.6,1014.1,7,1,37.0,5.599999999999994,0.9659258262890683,-0.25881904510252063,1
2021-11-22 08:00:00,6.8,77.2,40.1,45.0,39.4,136.0,6.0,81.07,3.6,1014.0,8,1,37.1,5.600000000000001,0.8660254037844387,-0.4999999999999998,1
2021-11-22 09:00:00,9.8,74.1,39.5,44.3,38.9,131.0,9.0,66.06,5.4,1014.0,9,1,34.599999999999994,5.399999999999999,0.7071067811865476,-0.7071067811865475,1
2021-11-22 10:00:00,11.0,71.5,38.8,43.4,38.3,121.0,10.9,58.18,3.7,1014.1,10,1,32.7,5.100000000000001,0.49999999999999994,-0.8660254037844387,1
2021-11-22 11:00:00,12.5,68.6,38.6,43.0,37.9,115.0,12.0,54.09,3.6,1014.0,11,1,29.999999999999993,5.100000000000001,0.258819045102521,-0.9659258262890682,1
2021-11-22 12:00:00,13.4,67.6,38.5,42.8,37.8,115.0,13.0,54.35,5.4,1014.0,12,1,29.099999999999994,5.0,1.2246467991473532e-16,-1.0,1
2021-11-22 13:00:00,14.3,66.9,38.3,42.6,37.7,113.0,13.9,51.19,7.3,1013.1,13,1,28.60000000000001,4.899999999999999,-0.2588190451025208,-0.9659258262890683,1
2021-11-22 14:00:00,14.1,67.0,38.3,42.6,37.7,112.0,14.0,54.61,3.6,1013.0,14,1,28.700000000000003,4.899999999999999,-0.4999999999999997,-0.8660254037844388,1
2021-11-22 15:00:00,12.8,67.8,38.3,42.7,37.7,113.0,13.0,58.29,5.4,1013.0,15,1,29.5,5.0,-0.7071067811865471,-0.7071067811865479,1
2021-11-22 16:00:00,12.0,70.4,38.8,43.4,38.0,117.0,11.9,72.23,3.6,1013.1,16,1,31.60000000000001,5.399999999999999,-0.8660254037844385,-0.5000000000000004,1
2021-11-22 17:00:00,11.5,70.4,39.4,43.9,38.6,124.0,12.0,71.46,5.4,1014.0,17,1,31.000000000000007,5.299999999999997,-0.9659258262890683,-0.25881904510252063,1
2021-11-22 18:00:00,10.8,71.9,39.8,44.4,39.0,126.0,11.0,87.47,3.6,1014.0,18,1,32.10000000000001,5.399999999999999,-1.0,-1.8369701987210297e-16,1
2021-11-22 19:00:00,10.7,71.3,40.0,44.6,39.2,126.0,10.0,93.73,5.4,1015.0,19,1,31.299999999999997,5.399999999999999,-0.9659258262890684,0.2588190451025203,1
2021-11-22 20:00:00,10.5,69.2,40.0,44.3,39.2,126.0,11.0,87.47,9.4,1015.0,20,1,29.200000000000003,5.099999999999994,-0.8660254037844386,0.5000000000000001,1
2021-11-22 21:00:00,10.1,70.8,40.0,44.6,39.2,125.0,10.0,93.5,7.6,1015.0,21,1,30.799999999999997,5.399999999999999,-0.7071067811865477,0.7071067811865474,1
2021-11-22 22:00:00,10.3,69.3,40.1,40.9,39.4,118.0,9.9,93.82,8.0,1015.1,22,1,29.199999999999996,1.5,-0.5000000000000004,0.8660254037844384,1
2021-11-22 23:00:00,10.2,65.4,38.8,34.6,33.5,0.0,10.0,93.5,14.8,1016.0,23,0,26.60000000000001,1.1000000000000014,-0.25881904510252157,0.9659258262890681,1
2021-11-23 00:00:00,9.3,61.8,37.2,32.5,29.0,0.0,9.0,93.45,25.9,1016.0,0,0,24.599999999999994,3.5,0.0,1.0,1
2021-11-23 01:00:00,8.7,58.5,35.6,28.6,26.0,0.0,8.0,93.64,10.7,1017.0,1,0,22.9,2.6000000000000014,0.25881904510252074,0.9659258262890683,1
2021-11-23 02:00:00,8.3,54.9,34.2,28.3,25.8,0.0,8.0,87.19,24.1,1017.0,2,0,20.699999999999996,2.5,0.49999999999999994,0.8660254037844387,1
2021-11-23 03:00:00,7.3,52.4,33.0,27.2,25.3,0.0,7.0,87.09,27.7,1018.0,3,0,19.4,1.8999999999999986,0.7071067811865476,0.7071067811865476,1
2021-11-23 04:00:00,7.6,49.8,31.8,26.5,24.7,0.0,6.9,87.67,17.3,1018.1,4,0,17.999999999999996,1.8000000000000007,0.8660254037844386,0.5000000000000001,1
2021-11-23 05:00:00,7.2,52.1,49.0,26.4,24.1,0.0,6.0,93.3,20.5,1019.0,5,0,3.1000000000000014,2.299999999999997,0.9659258262890683,0.25881904510252074,1
2021-11-23 06:00:00,6.9,76.0,42.4,46.8,39.7,214.0,7.0,87.09,16.6,1019.0,6,1,33.6,7.099999999999994,1.0,6.123233995736766e-17,1
2021-11-23 07:00:00,7.2,75.5,40.4,45.2,39.5,140.0,6.9,87.85,7.3,1020.1,7,1,35.1,5.700000000000003,0.9659258262890683,-0.25881904510252063,1
2021-11-23 08:00:00,7.2,75.4,40.1,44.9,39.4,134.0,7.0,87.09,24.1,1021.0,8,1,35.300000000000004,5.5,0.8660254037844387,-0.4999999999999998,1
2021-11-23 09:00:00,7.2,74.7,40.0,44.7,39.2,133.0,7.0,87.09,24.1,1021.0,9,1,34.7,5.5,0.7071067811865476,-0.7071067811865475,1
2021-11-23 10:00:00,7.3,75.0,40.0,44.9,39.4,133.0,6.9,87.67,17.3,1022.0,10,1,35.0,5.5,0.49999999999999994,-0.8660254037844387,1
2021-11-23 11:00:00,6.9,76.0,40.0,44.9,39.4,132.0,7.0,87.09,14.8,1022.0,11,1,36.0,5.5,0.258819045102521,-0.9659258262890682,1
2021-11-23 12:00:00,7.0,75.0,40.1,44.9,39.4,132.0,7.0,87.09,22.3,1022.0,12,1,34.9,5.5,1.2246467991473532e-16,-1.0,1
2021-11-23 13:00:00,7.1,75.0,40.1,44.9,39.4,131.0,7.0,87.58,19.8,1022.1,13,1,34.9,5.5,-0.2588190451025208,-0.9659258262890683,1
2021-11-23 14:00:00,7.4,75.1,40.2,45.0,39.6,132.0,7.0,87.09,18.4,1023.0,14,1,34.89999999999999,5.399999999999999,-0.4999999999999997,-0.8660254037844388,1
2021-11-23 15:00:00,7.6,75.2,40.3,45.1,39.5,132.0,7.0,87.09,14.8,1023.0,15,1,34.900000000000006,5.600000000000001,-0.7071067811865471,-0.7071067811865479,1
2021-11-23 16:00:00,7.5,75.2,40.4,45.2,39.6,133.0,7.0,81.63,22.9,1023.1,16,1,34.800000000000004,5.600000000000001,-0.8660254037844385,-0.5000000000000004,1
2021-11-23 17:00:00,6.8,75.3,40.5,45.2,39.7,132.0,7.0,81.21,29.5,1023.0,17,1,34.8,5.5,-0.9659258262890683,-0.25881904510252063,1
2021-11-23 18:00:00,6.9,76.1,40.7,45.5,40.0,135.0,7.0,81.21,22.3,1024.0,18,1,35.39999999999999,5.5,-1.0,-1.8369701987210297e-16,1
2021-11-23 19:00:00,7.3,74.7,40.8,45.5,40.2,136.0,6.9,81.35,19.5,1025.0,19,1,33.900000000000006,5.299999999999997,-0.9659258262890684,0.2588190451025203,1
2021-11-23 20:00:00,7.4,73.4,40.3,45.0,39.5,129.0,7.0,81.21,16.6,1025.0,20,1,33.10000000000001,5.5,-0.8660254037844386,0.5000000000000001,1
2021-11-23 21:00:00,7.2,73.4,40.3,44.9,39.5,128.0,7.0,81.21,18.4,1025.0,21,1,33.10000000000001,5.399999999999999,-0.7071067811865477,0.7071067811865474,1
2021-11-23 22:00:00,7.1,73.7,40.2,41.5,39.4,123.0,6.9,76.4,19.5,1025.1,22,1,33.5,2.1000000000000014,-0.5000000000000004,0.8660254037844384,1
2021-11-23 23:00:00,6.9,69.2,38.6,34.7,33.3,0.0,6.0,81.07,20.5,1026.0,23,0,30.6,1.4000000000000057,-0.25881904510252157,0.9659258262890681,1
2021-11-24 00:00:00,6.3,65.2,37.0,32.2,28.9,0.0,6.0,75.53,16.6,1026.0,0,0,28.200000000000003,3.3000000000000043,0.0,1.0,1
2021-11-24 01:00:00,5.2,61.3,35.5,28.6,26.1,0.0,4.9,75.93,15.9,1026.1,1,0,25.799999999999997,2.5,0.25881904510252074,0.9659258262890683,1
2021-11-24 02:00:00,4.5,57.9,34.1,27.3,25.3,0.0,4.0,80.8,18.4,1026.0,2,0,23.799999999999997,2.0,0.49999999999999994,0.8660254037844387,1
2021-11-24 03:00:00,4.2,54.5,32.7,26.6,24.9,0.0,3.0,81.34,10.4,1026.1,3,0,21.799999999999997,1.7000000000000028,0.7071067811865476,0.7071067811865476,1
2021-11-24 04:00:00,3.7,51.5,31.4,25.9,24.4,0.0,2.9,81.38,5.3,1026.1,4,0,20.1,1.5,0.8660254037844386,0.5000000000000001,1
2021-11-24 05:00:00,3.6,49.0,30.3,25.5,24.0,0.0,3.0,80.66,5.4,1026.0,5,0,18.7,1.5,0.9659258262890683,0.25881904510252074,1
2021-11-24 06:00:00,3.2,78.9,35.5,38.5,30.7,92.0,3.0,80.66,1.8,1027.0,6,1,43.400000000000006,7.800000000000001,1.0,6.123233995736766e-17,1
2021-11-24 07:00:00,2.5,82.2,42.7,47.8,41.4,217.0,1.0,87.19,4.3,1027.1,7,1,39.5,6.399999999999999,0.9659258262890683,-0.25881904510252063,1
2021-11-24 08:00:00,3.0,81.8,42.0,47.1,40.9,159.0,2.0,86.6,3.6,1028.0,8,1,39.8,6.200000000000003,0.8660254037844387,-0.4999999999999998,1
2021-11-24 09:00:00,4.5,80.0,41.0,45.9,40.3,151.0,4.0,80.8,3.6,1028.0,9,1,39.0,5.600000000000001,0.7071067811865476,-0.7071067811865475,1
2021-11-24 10:00:00,6.0,78.1,40.0,45.0,39.3,133.0,5.0,75.52,10.6,1027.1,10,1,38.099999999999994,5.700000000000003,0.49999999999999994,-0.8660254037844387,1
2021-11-24 11:00:00,8.5,76.5,39.7,44.6,39.2,133.0,7.0,61.04,18.4,1026.0,11,1,36.8,5.399999999999999,0.258819045102521,-0.9659258262890682,1
