name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Niš, 20, RS",2024-10-01T00:00:00,8,7.3,6,87.19,,0,,,,,5.4,100,1020,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T00:15:00,8,7.3,6,87.19,,0,,,,,5.4,100,1020,88.1,10,,,,,Partially cloudy,partly-cloudy-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T00:30:00,8,6.3,6,87.19,,0,,,,,9.4,110,1020,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T00:45:00,8,6.3,6,87.19,,0,,,,,9.4,110,1020,88,10,,,,,Partially cloudy,partly-cloudy-night,LYNI
"Niš, 20, RS",2024-10-01T01:00:00,8,6.7,6,87.19,,0,,,,,7.6,90,1020,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T01:15:00,8,6.7,6,87.19,,0,,,,,7.6,90,1020,88.1,10,,,,,Partially cloudy,partly-cloudy-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T01:30:00,8,6.7,6,87.19,,0,,,,,7.6,90,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T01:45:00,8,6.7,6,87.19,,0,,,,,7.6,90,1019,88,10,,,,,Partially cloudy,partly-cloudy-night,LYNI
"Niš, 20, RS",2024-10-01T02:00:00,8,7.9,6,87.19,,0,,,,,3.6,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T02:15:00,7.9,7.9,6,87.7,,0,,,,,3.6,81,1019.1,88.1,10.7,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T02:30:00,7,7.9,6,93.35,,0,,,,,1.8,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T02:45:00,7,7.9,6,93.35,,0,,,,,1.8,,1019,88,10,,,,,Partially cloudy,partly-cloudy-night,LYNI
"Niš, 20, RS",2024-10-01T03:00:00,7,6.2,6,93.35,,0,,,,,5.4,100,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T03:15:00,7,6.2,6,93.34,,0,,,,,5.4,100,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T03:30:00,6,7,5,93.3,,0,,,,,1.8,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T03:45:00,6,7,5,93.3,,0,,,,,1.8,,1019,25,10,,,,,Partially cloudy,partly-cloudy-night,LYNI
"Niš, 20, RS",2024-10-01T04:00:00,6,6,5,93.3,,0,,,,,3.6,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T04:15:00,6,6,5,93.2,,0,,,,,3.6,78,1019,0.9,10.7,,,,,Clear,clear-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T04:30:00,6,5,5,93.3,,0,,,,,5.4,100,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T04:45:00,6,5,5,93.3,,0,,,,,5.4,100,1019,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T05:00:00,5,5,5,100,,0,,,,,3.6,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T05:15:00,5,5,4.9,99.59,,0,,,,,3.6,77,1019.1,48.4,10.7,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T05:30:00,6,5,5,93.3,,0,,,,,5.4,100,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T05:45:00,6,5,5,93.3,,0,,,,,5.4,100,1019,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T06:00:00,5,3.9,5,100,,0,,,,,5.4,90,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T06:15:00,5,3.9,5,99.99,,0,,,,,5.4,90,1019,24.2,10,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T06:30:00,5,5,4,93.25,,0,,,,,3.6,,1019,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T06:45:00,5,5,4,93.25,,0,,,,,3.6,,1019,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T07:00:00,5,3.9,4,93.25,,0,,,,,5.4,90,1019,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T07:15:00,5,3.9,4,93.25,,0,,,,,5.4,90,1019,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T07:30:00,7,5,5,87.09,,0,,,,,1.8,,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T07:45:00,7,5,5,87.09,,0,,,,,1.8,,1020,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T08:00:00,7,6.2,6,93.35,,0,,,,,5.4,110,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T08:15:00,6.9,6.1,5.9,93.44,,0,,,,,5.3,111,1020,6.8,11.4,,,,,Clear,clear-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T08:30:00,9,8.5,6,81.48,,0,,,,,5.4,120,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T08:45:00,9,8.5,6,81.48,,0,,,,,5.4,120,1020,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T09:00:00,10,9.1,6,76.18,,0,,,,,7.6,40,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T09:15:00,10,9.1,6,76.19,,0,,,,,7.6,40,1020,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T09:30:00,12,10,6,66.71,,0,,,,,1.8,,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T09:45:00,12,10,6,66.71,,0,,,,,1.8,,1020,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T10:00:00,12,12,6,66.71,,0,,,,,1.8,,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T10:15:00,12,12,6,66.71,,0,,,,,1.8,,1020,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T10:30:00,13,12,6,62.47,,0,,,,,7.6,260,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T10:45:00,13,12,6,62.47,,0,,,,,7.6,260,1020,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T11:00:00,14,13.9,6,58.53,,0,,,,,5.4,,1020,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T11:15:00,13.9,13.9,5.9,58.52,,0,,,,,5.5,271,1020,25.4,11.4,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T11:30:00,15,13.9,4,47.74,,0,,,,,20.5,290,1019,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T11:45:00,15,13.9,4,47.74,,0,,,,,20.5,290,1019,25,10,,,,,Partially cloudy,partly-cloudy-day,LYNI
"Niš, 20, RS",2024-10-01T12:00:00,16,16,5,48.02,,0,,,,,13,300,1019,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T12:15:00,16,16,5,48.02,,0,,,,,13,300,1019,25.4,10,,,,,Partially cloudy,partly-cloudy-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T12:30:00,16,16,4,44.77,,0,,,,,20.5,310,1019,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T12:45:00,16,16,4,44.77,,0,,,,,20.5,310,1019,25,10,,,,,Partially cloudy,partly-cloudy-day,LYNI
"Niš, 20, RS",2024-10-01T13:00:00,16,16,3,41.72,,0,,,,,25.9,310,1018,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T13:15:00,16,16,3,41.73,,0,,,,,25.9,310,1018,25.4,10,,,,,Partially cloudy,partly-cloudy-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T13:30:00,17,16,3,39.15,,0,,,,,18.4,300,1018,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T13:45:00,17,16,3,39.15,,0,,,,,18.4,300,1018,25,10,,,,,Partially cloudy,partly-cloudy-day,LYNI
"Niš, 20, RS",2024-10-01T14:00:00,18,17.9,4,39.44,,0,,,,,18.4,300,1018,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T14:15:00,17.9,17.9,3.9,39.57,,0,,,,,17.6,301,1018,25,11.4,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T14:30:00,18,17.9,3,36.76,,0,,,,,18.4,300,1018,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T14:45:00,18,17.9,3,36.76,,0,,,,,18.4,300,1018,25,10,,,,,Partially cloudy,partly-cloudy-day,LYNI
"Niš, 20, RS",2024-10-01T15:00:00,18,18,3,36.76,,0,,,,,14.8,290,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T15:15:00,18,18,3,36.76,,0,,,,,14.8,290,1017,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T15:30:00,18,18,3,36.76,,0,,,,,18.4,320,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T15:45:00,18,18,3,36.76,,0,,,,,18.4,320,1017,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T16:00:00,18,18,3,36.76,,0,,,,,14.8,290,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T16:15:00,18,18,3,36.76,,0,,,,,14.8,290,1017,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T16:30:00,18,18,3,36.76,,0,,,,,14.8,310,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T16:45:00,18,18,3,36.76,,0,,,,,14.8,310,1017,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T17:00:00,18,17.9,3,36.76,,0,,,,,14.8,330,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T17:15:00,17.9,17.9,3,36.96,,0,,,,,14.2,329,1017,30,11.4,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T17:30:00,17,17.9,3,39.15,,0,,,,,14.8,330,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T17:45:00,17,17.9,3,39.15,,0,,,,,14.8,330,1017,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T18:00:00,17,17,3,39.15,,0,,,,,7.6,320,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T18:15:00,17,17,3,39.16,,0,,,,,7.6,320,1017,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T18:30:00,15,17,3,44.49,,0,,,,,0,0,1017,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T18:45:00,15,17,3,44.49,,0,,,,,0,0,1017,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-01T19:00:00,14,14,4,50.92,,0,,,,,9.4,330,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T19:15:00,14,14,4,50.92,,0,,,,,9.4,330,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T19:30:00,12,14,5,62.24,,0,,,,,3.6,,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T19:45:00,12,14,5,62.24,,0,,,,,3.6,,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T20:00:00,11,10.9,5,66.49,,0,,,,,3.6,,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T20:15:00,10.9,10.9,4.9,66.18,,0,,,,,3.3,137,1017,29.4,11.4,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T20:30:00,11,10.9,4,62,,0,,,,,5.4,90,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T20:45:00,11,10.9,4,62,,0,,,,,5.4,90,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T21:00:00,10,9.6,5,71.08,,0,,,,,5.4,80,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T21:15:00,10,9.6,5,71.08,,0,,,,,5.4,80,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T21:30:00,9,7.9,5,76.02,,0,,,,,7.6,110,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T21:45:00,9,7.9,5,76.02,,0,,,,,7.6,110,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T22:00:00,9,7.5,5,76.02,,0,,,,,9.4,90,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T22:15:00,9,7.5,5,76.02,,0,,,,,9.4,90,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-01T22:30:00,9,7.9,5,76.02,,0,,,,,7.6,120,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T22:45:00,9,7.9,5,76.02,,0,,,,,7.6,120,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T23:00:00,8,7.3,6,87.19,,0,,,,,5.4,80,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T23:15:00,7.9,7.4,5.9,87.11,,0,,,,,5,80,1017,,10.7,,,,,Clear,clear-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-01T23:30:00,8,7.3,5,81.35,,0,,,,,5.4,100,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-01T23:45:00,8,7.3,5,81.35,,0,,,,,5.4,100,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T00:00:00,7,5.5,5,87.09,,0,,,,,7.6,100,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T00:15:00,7,5.6,5,87.09,,0,,,,,7.6,100,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T00:30:00,7,5.5,5,87.09,,0,,,,,7.6,100,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T00:45:00,7,5.5,5,87.09,,0,,,,,7.6,100,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T01:00:00,7,5.5,5,87.09,,0,,,,,7.6,110,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T01:15:00,7,5.6,5,87.09,,0,,,,,7.6,110,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T01:30:00,6,7,5,93.3,,0,,,,,3.6,110,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T01:45:00,6,7,5,93.3,,0,,,,,3.6,110,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T02:00:00,5,5,4,93.25,,0,,,,,3.6,,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T02:15:00,5,5,4,93.34,,0,,,,,3.6,71,1017,,10.7,,,,,Clear,clear-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T02:30:00,6,5,4,87,,0,,,,,3.6,,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T02:45:00,6,5,4,87,,0,,,,,3.6,,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T03:00:00,5,5,4,93.25,,0,,,,,1.8,100,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T03:15:00,5,5,4,93.25,,0,,,,,1.8,100,1017,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T03:30:00,5,3.2,4,93.25,,0,,,,,7.6,100,1017,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T03:45:00,5,3.2,4,93.25,,0,,,,,7.6,100,1017,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T04:00:00,5,3.2,4,93.25,,0,,,,,7.6,90,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T04:15:00,5,3.2,4,93.25,,0,,,,,7.6,90,1016,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T04:30:00,4,2,4,100,,0,,,,,7.6,110,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T04:45:00,4,2,4,100,,0,,,,,7.6,110,1016,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T05:00:00,5,4.9,4,93.25,,0,,,,,3.6,,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T05:15:00,4.9,4.9,3.9,93.25,,0,,,,,3.6,91,1016,,10.7,,,,,Clear,clear-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T05:30:00,4,4.9,3,93.19,,0,,,,,3.6,,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T05:45:00,4,4.9,3,93.19,,0,,,,,3.6,,1016,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T06:00:00,3,3,3,100,,0,,,,,1.8,,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T06:15:00,3,3,3,100,,0,,,,,1.8,,1016,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T06:30:00,4,3,4,100,,0,,,,,3.6,,1016,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T06:45:00,4,3,4,100,,0,,,,,3.6,,1016,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T07:00:00,5,5,4,93.25,,0,,,,,3.6,90,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T07:15:00,5,5,4,93.25,,0,,,,,3.6,90,1016,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T07:30:00,5,5,5,100,,0,,,,,3.6,,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T07:45:00,5,5,5,100,,0,,,,,3.6,,1016,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T08:00:00,7,6.9,6,93.35,,0,,,,,3.6,,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T08:15:00,6.9,6.9,5.9,93.12,,0,,,,,3.6,110,1016,49.6,10.7,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T08:30:00,8,6.7,5,81.35,,0,,,,,7.6,120,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T08:45:00,8,6.7,5,81.35,,0,,,,,7.6,120,1016,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T09:00:00,10,10,5,71.08,,0,,,,,3.6,,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T09:15:00,10,10,5,71.08,,0,,,,,3.6,,1016,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T09:30:00,11,10,6,71.27,,0,,,,,5.4,190,1016,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T09:45:00,11,10,6,71.27,,0,,,,,5.4,190,1016,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T10:00:00,12,12,6,66.71,,0,,,,,5.4,190,1015,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T10:15:00,12,12,6,66.71,,0,,,,,5.4,190,1015,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T10:30:00,13,12,6,62.47,,0,,,,,3.6,,1015,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T10:45:00,13,12,6,62.47,,0,,,,,3.6,,1015,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T11:00:00,15,15,6,54.87,,0,,,,,5.4,,1015,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T11:15:00,15,15,6.1,55.15,,0,,,,,5.3,214,1015,22.8,10.7,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T11:30:00,16,15,6,51.47,,0,,,,,3.6,,1014,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T11:45:00,16,15,6,51.47,,0,,,,,3.6,,1014,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T12:00:00,18,18,7,48.57,,0,,,,,5.4,210,1014,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T12:15:00,18,18,7,48.57,,0,,,,,5.4,210,1014,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T12:30:00,19,18,7,45.62,,0,,,,,3.6,,1014,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T12:45:00,19,18,7,45.62,,0,,,,,3.6,,1014,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T13:00:00,21,21,7,40.3,,0,,,,,3.6,200,1013,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T13:15:00,21,21,7,40.31,,0,,,,,3.6,200,1013,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T13:30:00,22,21,7,37.91,,0,,,,,9.4,160,1013,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T13:45:00,22,21,7,37.91,,0,,,,,9.4,160,1013,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T14:00:00,23,22.9,7,35.68,,0,,,,,5.4,150,1012,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T14:15:00,22.9,22.9,7.1,36.18,,0,,,,,5.3,141,1012,39.9,11.4,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T14:30:00,24,22.9,7,33.59,,0,,,,,9.4,170,1012,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T14:45:00,24,22.9,7,33.59,,0,,,,,9.4,170,1012,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T15:00:00,,24,,,,0,,,,,,,,,,,,,,,,
"Niš, 20, RS",2024-10-02T15:15:00,24,24,7,33.59,,0,,,,,9.4,180,1012,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T15:30:00,,24,,,,0,,,,,,,,,,,,,,,,
"Niš, 20, RS",2024-10-02T15:45:00,,24,,,,0,,,,,,,,,,,,,,,,
"Niš, 20, RS",2024-10-02T16:00:00,,25,,,,0,,,,,,,,,,,,,,,,
"Niš, 20, RS",2024-10-02T16:15:00,25,25,7,31.64,,0,,,,,11.2,160,1011,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T16:30:00,24,25,7,33.59,,0,,,,,7.6,150,1011,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T16:45:00,24,25,7,33.59,,0,,,,,7.6,150,1011,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T17:00:00,24,23.9,7,33.59,,0,,,,,9.4,140,1011,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T17:15:00,23.9,23.9,7,33.74,,0,,,,,8.9,139,1010.9,29.7,11.4,,,,,Partially cloudy,partly-cloudy-day,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T17:30:00,23,23.9,7,35.68,,0,,,,,7.6,160,1011,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T17:45:00,23,23.9,7,35.68,,0,,,,,7.6,160,1011,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T18:00:00,22,22,6,35.39,,0,,,,,3.6,,1011,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T18:15:00,22,22,6,35.39,,0,,,,,3.6,,1011,,10,,,,,Clear,clear-day,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T18:30:00,19,22,7,45.62,,0,,,,,3.6,,1011,,,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T18:45:00,19,22,7,45.62,,0,,,,,3.6,,1011,,10,,,,,Clear,clear-day,LYNI
"Niš, 20, RS",2024-10-02T19:00:00,19,19,7,45.62,,0,,,,,5.4,120,1011,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T19:15:00,19,19,7,45.62,,0,,,,,5.4,120,1011,,10,,,,,Clear,clear-night,"13388099999,LYNI"
"Niš, 20, RS",2024-10-02T19:30:00,18,19,7,48.57,,0,,,,,5.4,100,1011,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T19:45:00,18,19,7,48.57,,0,,,,,5.4,100,1011,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T20:00:00,17,16.9,7,51.73,,0,,,,,5.4,90,1011,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T20:15:00,16.9,16.9,7,52.06,,0,,,,,5.3,89,1011,33,11.4,,,,,Partially cloudy,partly-cloudy-night,"13384099999,13397099999,13388099999,13383099999,LYNI,13389099999"
"Niš, 20, RS",2024-10-02T20:30:00,16,16.9,7,55.13,,0,,,,,9.4,110,1012,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T20:45:00,16,16.9,7,55.13,,0,,,,,9.4,110,1012,,10,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T21:00:00,16,16,7,55.13,,0,,,,,9.4,100,1012,,,,,,,Clear,clear-night,LYNI
"Niš, 20, RS",2024-10-02T21:15:00,16,16,7,55.13,,0,,,,,9.4,100,1012,,10,,,,,Clear,clear-night,"13388099999,LYNI"
